title,author,date,headline,image,url
Moroccan Film “Myopia” Wins Award in Virtual Canadian Film Festival,Taha Mebtoul,"May 1, 2020","""It is also a good start for the film on the level of participation in international festivals"" said Akroud.",https://www.moroccoworldnews.com/wp-content/uploads/2020/05/Myopia-film.png,https://www.moroccoworldnews.com/2020/05/301332/moroccan-film-myopia-wins-award-in-virtual-canadian-film-festival/
WHO and EIB Aid Primary Healthcare in African Countries,Kristen Gianaris,"May 1, 2020",The director-general of the WHO stressed that all roads should lead to universal healthcare. ,https://www.moroccoworldnews.com/wp-content/uploads/2020/05/WHO-and-EIB-Aid-Primary-Healthcare-in-African-Countries-681x384.jpg,https://www.moroccoworldnews.com/2020/05/301322/who-and-eib-aid-primary-healthcare-in-african-countries/
Le Monde: Morocco Major Global Exporter of Face Masks,Yahia Hatim,"May 1, 2020",Morocco’s Ministry of Industry has urged several textile factories to exclusively produce face masks and protective gear to help curb the COVID-19 pandemic.,https://www.moroccoworldnews.com/wp-content/uploads/2020/05/Le-Monde-Morocco-Major-Global-Exporter-of-Face-Masks-681x446.jpg,https://www.moroccoworldnews.com/2020/05/301306/le-monde-morocco-major-global-exporter-of-face-masks/
Arab League Condemns ‘New War Crime’ of Israel in West Bank,Nejra Kravic,"May 1, 2020","After the newly-formed Israeli government announced their plans to annex the West Bank, Arab diplomats are urging the US to withdraw support for their historic ally. ",https://www.moroccoworldnews.com/wp-content/uploads/2020/05/Arab-League-Condemns-‘New-War-Crime’-of-Israel-in-West-Bank-681x383.jpg,https://www.moroccoworldnews.com/2020/05/301307/arab-league-condemns-new-war-crime-of-israel-in-west-bank/
Russian Prime Minister Mikhail Mishustin Announces He Has COVID-19,Morgan Hekking,"May 1, 2020","The prime minister joins over 114,000 other Russians who have tested positive for the novel virus.",https://www.moroccoworldnews.com/wp-content/uploads/2020/01/Mikhail-Mishustin-681x434.jpg,https://www.moroccoworldnews.com/2020/05/301283/russian-prime-minister-mikhail-mishustin-announces-he-has-covid-19/
"COVID-19 Recoveries in Morocco Climb to 1,083, Recovery Rate 86%",Yahia Hatim,"May 1, 2020","The Marrakech-Safi region surpassed 1,000 cases of the virus today, recording a total of 1,004.",https://www.moroccoworldnews.com/wp-content/uploads/2020/05/4-1-681x410.jpg,https://www.moroccoworldnews.com/2020/05/301270/covid-19-recoveries-in-morocco-climb-to-1083-recovery-rate-86/
Renewable Energy Ventures Spark Morocco-UK Cooperation,Yahia Hatim,"May 1, 2020",Morocco and post-Brexit UK are “writing a new page in the history” of their economic relations.,https://www.moroccoworldnews.com/wp-content/uploads/2020/05/Renewable-Energy-Ventures-Spark-Morocco-UK-Cooperation-681x352.jpg,https://www.moroccoworldnews.com/2020/05/301268/renewable-energy-ventures-spark-morocco-uk-cooperation/
How Workers Are Celebrating Labor Day Pandemic Style ,Kristen Gianaris,"May 1, 2020",Workers worldwide are creatively demonstrating for their rights as COVID-19 lockdowns remain in place.,https://www.moroccoworldnews.com/wp-content/uploads/2020/05/A-screenshot-of-virtual-Labor-Day-demonstrations-in-the-Philippines-2020.jpg,https://www.moroccoworldnews.com/2020/05/301265/how-workers-are-celebrating-labor-day-pandemic-style/
Morocco’s Prosecution Office Calls for Domestic Violence Hotline,Safaa Kasraoui,"May 1, 2020","While NGOs have been warning against the increase of domestic violence due to the COVID-19-induced lockdown, the public prosecutor said there was a tenfold decrease in domestic violence prosecutions.",https://www.moroccoworldnews.com/wp-content/uploads/2020/05/Morocco’s-Prosecution-Office-Calls-for-Domestic-Violence-Hotline-681x348.jpg,https://www.moroccoworldnews.com/2020/05/301269/moroccos-prosecution-office-calls-for-domestic-violence-hotline/
"Africa Continues to Battle COVID-19 as Continent Reaches 37,393 Cases",Madeleine Handaji,"May 1, 2020",“We must demonstrate a unity of purpose and work collectively to wage and win the war against COVID-19.”,https://www.moroccoworldnews.com/wp-content/uploads/2020/05/Africa-Continues-to-Battle-COVID-19-as-Continent-Reaches-37393-Cases.jpg,https://www.moroccoworldnews.com/2020/05/301257/africa-continues-to-battle-covid-19-as-continent-reaches-37393-cases/
Minister: Morocco to Stay in Lockdown Until Transmission Rate Decreases,Safaa Kasraoui,"May 1, 2020",The minister praised the use of chloroquine as an effective medicine for treating COVID-19 patients.,https://www.moroccoworldnews.com/wp-content/uploads/2020/05/Minister-Morocco-to-Stay-in-Lockdown-Until-Transmission-Rate-Decreases.jpg,https://www.moroccoworldnews.com/2020/05/301248/minister-morocco-to-stay-in-lockdown-until-transmission-rate-decreases/
Labor Day: Social Security A Moroccan Government Priority,Yahia Hatim,"May 1, 2020",An ongoing 10-year-long strategy aims to offer basic health and social coverage to all Moroccan citizens.,https://www.moroccoworldnews.com/wp-content/uploads/2020/05/Labor-Day-Social-Security-A-Moroccan-Government-Priority-681x463.jpg,https://www.moroccoworldnews.com/2020/05/301243/labor-day-social-security-a-moroccan-government-priority/
"Scientists Believe 5G Could Cause Health Problems, Cancer",Safaa Kasraoui,"May 1, 2020",The doctors warned against the “massive and reckless” deployment of wireless technologies during the difficult times the world lives in due to COVID-19.,https://www.moroccoworldnews.com/wp-content/uploads/2020/05/Scientists-Warn-5G-Radio-Waves-Could-Be-Dangerous-681x511.jpg,https://www.moroccoworldnews.com/2020/05/301240/scientists-warn-5g-radio-waves-could-be-dangerous/
Amnesty International: Workers’ Rights at Risk in MENA Amid COVID-19,Madeleine Handaji,"May 1, 2020",“Amnesty International has called for the protection of human rights—which include workers’ rights—to be placed at the heart of all governments’ responses to the crisis.”,https://www.moroccoworldnews.com/wp-content/uploads/2020/05/Workers-Rights-at-Risk-in-MENA-Region.jpg,https://www.moroccoworldnews.com/2020/05/301235/amnesty-international-workers-rights-at-risk-in-mena-amid-covid-19/
Morocco’s Storytellers Go ‘Live’ During COVID-19 Pandemic,Kristen Gianaris,"May 1, 2020",Seasoned performers describe how social isolation is reshaping the dying art of storytelling in Morocco.,https://www.moroccoworldnews.com/wp-content/uploads/2020/04/Storytelling-in-Morocco-681x454.jpg,https://www.moroccoworldnews.com/2020/05/301166/moroccos-storytellers-go-live-during-covid-19-pandemic/
China Blocks WHO From COVID-19 Origins Investigation,Madeleine Handaji,"May 1, 2020",The World Health Organization has sent a number of requests for more information on the investigation into the origins of the novel coronavirus.,https://www.moroccoworldnews.com/wp-content/uploads/2020/05/China-Blocks-Who-From-Investigation-into-COVID-19-Origins.jpg,https://www.moroccoworldnews.com/2020/05/301225/china-blocks-who-from-covid-19-origins-investigation/
"Morocco’s Confirmed COVID-19 Recoveries Pass 1,000",Safaa Kasraoui,"May 1, 2020","The ministry said 31,274 suspected cases have tested negative for COVID-19.",https://www.moroccoworldnews.com/wp-content/uploads/2020/05/Moroccos-Confirmed-COVID-19-Recoveries-Pass-1000-681x383.jpg,https://www.moroccoworldnews.com/2020/05/301227/moroccos-confirmed-covid-19-recoveries-pass-1000/
"EBRD Director: COVID-19, Drought Provoke Economic Crisis in Morocco",Hamza Guessous,"May 1, 2020","Last week, the European Bank provided a loan of €145 million to BMCE Bank of Africa to support small- and medium-sized enterprises (SMEs).",https://www.moroccoworldnews.com/wp-content/uploads/2020/05/EBRD-Director-COVID-19-Drought-Provoke-Economic-Crisis-in-Morocco-681x321.jpg,https://www.moroccoworldnews.com/2020/05/301220/ebrd-director-covid-19-drought-provoke-economic-crisis-in-morocco/
Morocco Confident State of Emergency to End May 20,Morgan Hekking,"Apr 30, 2020","The end of confinement does not mean the disappearance of COVID-19. While the lockdown may soon be lifted, many preventive measures against the spread of the virus will remain in place.",https://www.moroccoworldnews.com/wp-content/uploads/2020/04/morocco_4-681x359.jpg,https://www.moroccoworldnews.com/2020/04/301215/morocco-confident-state-of-emergency-to-end-may-20/
Morocco’s Weather Office Forecasts High Temperatures During Weekend,Safaa Kasraoui,"Apr 30, 2020",The heatwave will follow cold and delayed rains that helped the country to fill its dams after a difficult season.,https://www.moroccoworldnews.com/wp-content/uploads/2020/04/Morocco’s-Weather-Office-Forecasts-High-Temperatures-During-Weekend-681x454.jpg,https://www.moroccoworldnews.com/2020/04/301213/moroccos-weather-office-forecasts-high-temperatures-during-weekend/
"Morocco Records Increase in Trade Deficit and FDI, Fall in Remittances",Hamza Guessous,"Apr 30, 2020",The COVID-19 crisis hit every sector of the country’s exports and almost every import sector.,https://www.moroccoworldnews.com/wp-content/uploads/2020/04/Morocco-Records-Increase-in-Trade-Deficit-and-FDI-Fall-in-Remittances-681x354.jpg,https://www.moroccoworldnews.com/2020/04/301210/morocco-records-increase-in-trade-deficit-and-fdi-fall-in-remittances/
Professor: Morocco’s Economic Recovery to Require More Fundraising,Hamza Guessous,"Apr 30, 2020","In a post-COVID-19 context, Omar Kettani projected a large rural exodus and an increase in urban unemployment. ",https://www.moroccoworldnews.com/wp-content/uploads/2020/04/Morocco’s-Economic-Recovery-to-Require-More-Fundraising-681x482.jpg,https://www.moroccoworldnews.com/2020/04/301207/professor-moroccos-economic-recovery-to-require-more-fundraising/
Morocco Adopts Bill to Support Tourism Sector Amid COVID-19 Losses,Morgan Hekking,"Apr 30, 2020",The bill aims to limit the stagnation of economic activity and its impact on jobs in the Moroccan tourism sector.,https://www.moroccoworldnews.com/wp-content/uploads/2020/04/Morocco-Adopts-Bill-to-Support-Tourism-Sector-Amid-COVID-19-Losses-681x441.jpg,https://www.moroccoworldnews.com/2020/04/301204/morocco-adopts-bill-to-support-tourism-sector-amid-covid-19-losses/
Favorite Moroccan Dishes to Try This Ramadan,Jihad Dardar,"Apr 30, 2020",The holy month of Ramadan is an opportunity to try out delicacies that will add delightful color and variety to the iftar table.,https://www.moroccoworldnews.com/wp-content/uploads/2020/04/Favorite-Moroccan-Dishes-to-Try-This-Ramadan-681x409.jpg,https://www.moroccoworldnews.com/2020/04/301165/favorite-moroccan-dishes-to-try-this-ramadan/
Rights Organizations Partner to Combat Child Marriage in Morocco,Kristen Gianaris,"Apr 30, 2020","UNFPA and CNDH are teaming up in an effort to abolish underage marriages in Morocco, where the number of girls marrying below the legal age is rising.  ",https://www.moroccoworldnews.com/wp-content/uploads/2020/04/Rights-Organizations-Partner-to-Combat-Child-Marriage-in-Morocco-681x454.jpg,https://www.moroccoworldnews.com/2020/04/301200/rights-organizations-partner-to-combat-child-marriage-in-morocco/
"Morocco Investigates Murder of 3 Children, Mother’s Suspected Suicide",Safaa Kasraoui,"Apr 30, 2020","The mother, who is suffering from critical wounds to her wrist and stomach, is now in the emergency room.",https://www.moroccoworldnews.com/wp-content/uploads/2020/04/Morocco-Investigates-Murder-of-3-Children-Mother’s-Suspected-Suicide-681x439.jpg,https://www.moroccoworldnews.com/2020/04/301196/morocco-investigates-murder-of-3-children-mothers-suspected-suicide/
EU: Morocco’s Reaction to COVID-19 ‘Quick and Effective’,Safaa Kasraoui,"Apr 30, 2020",The EU official expressed appreciation for Morocco’s COVID-19 response and its efforts to mitigate the pandemic’s impact across the continent.,https://www.moroccoworldnews.com/wp-content/uploads/2020/04/EU-Morocco’s-Reaction-to-COVID-19-‘Quick-and-Effective’.jpeg,https://www.moroccoworldnews.com/2020/04/301193/eu-moroccos-reaction-to-covid-19-quick-and-effective/
"Morocco Continues to Enforce State of Emergency with 4,289 More Arrests",Taha Mebtoul,"Apr 30, 2020","Security services have brought over 44,951 individuals before the public prosecutor’s office.",https://www.moroccoworldnews.com/wp-content/uploads/2020/04/Twitter-DGSN-681x449.jpg,https://www.moroccoworldnews.com/2020/04/301190/morocco-continues-to-enforce-state-of-emergency-with-4289-more-arrests/
Cote d’Ivoire Announces Plans to Repatriate Stranded Ivorians in Morocco,Safaa Kasraoui,"Apr 30, 2020",Morocco has been helping several other countries to repatriate their nationals despite closed borders and the COVID-19-induced lockdown.,https://www.moroccoworldnews.com/wp-content/uploads/2020/04/Cote-d’Ivoire-Announces-Plans-to-Repatriate-Stranded-Ivorians-in-Morocco.jpg,https://www.moroccoworldnews.com/2020/04/301186/cote-divoire-announces-plans-to-repatriate-stranded-ivorians-in-morocco/
Morocco to Develop Recovery Plans Tailored to Each Economic Sector,Yahia Hatim,"Apr 30, 2020","With the numbers of new COVID-19 cases starting to decline, Moroccan decision makers are brainstorming solutions to redress Morocco’s economy.",https://www.moroccoworldnews.com/wp-content/uploads/2020/04/Morocco-to-Develop-Personalized-Recovery-Plans-for-All-Economic-Sectors-681x341.jpg,https://www.moroccoworldnews.com/2020/04/301170/morocco-to-develop-recovery-plans-tailored-to-each-economic-sector/
Fossil Discovery in Morocco Reveals Ancient African River Monster,Morgan Hekking,"Apr 30, 2020","The Spinosaurus was the largest predator to walk the earth, but evidence suggests the ancient dinosaur spent much of its life in water.",https://www.moroccoworldnews.com/wp-content/uploads/2020/04/Fossil-Discovery-in-Morocco-Reveals-Ancient-African-River-Monster-681x426.jpg,https://www.moroccoworldnews.com/2020/04/301155/fossil-discovery-in-morocco-reveals-ancient-african-river-monster/
"Morocco Records 102 New COVID-19 Cases, 56 Recoveries in 24 Hours",Yahia Hatim,"Apr 30, 2020",Health authorities detected the majority of new cases in the Casablanca-Settat and Marrakech-Safi regions.,https://www.moroccoworldnews.com/wp-content/uploads/2020/04/1-3-1-681x410.jpg,https://www.moroccoworldnews.com/2020/04/301152/morocco-records-102-new-covid-19-cases-56-recoveries-in-24-hours/
Algerian President Takes Back Control of Western Sahara File,Madeleine Handaji,"Apr 30, 2020",The move could signal a change in Rabat-Algiers relations.,https://www.moroccoworldnews.com/wp-content/uploads/2020/04/Abdelmajid-Tebboune-681x399.jpg,https://www.moroccoworldnews.com/2020/04/301139/algerian-president-takes-back-control-of-western-sahara-file/
"Global Energy Demands at All Time Low, Set to Drop 6%",Kristen Gianaris,"Apr 30, 2020",The total drop in energy use is equivalent to the entire energy demand of India -- the world’s third-largest energy consumer. ,https://www.moroccoworldnews.com/wp-content/uploads/2020/04/Global-Energy-Demands-at-All-Time-Low-Set-to-Drop-6-681x383.jpg,https://www.moroccoworldnews.com/2020/04/301143/global-energy-demands-at-all-time-low-set-to-drop-6/
Morocco Gives Financial Aid to Over 5 Million COVID-19-Impacted Families,Yahia Hatim,"Apr 30, 2020",The COVID-19 crisis has caused millions of Moroccan citizens and residents to lose their jobs.,https://www.moroccoworldnews.com/wp-content/uploads/2020/04/Morocco-Gives-Financial-Aid-to-Over-5-Million-COVID-19-Impacted-Families.jpeg,https://www.moroccoworldnews.com/2020/04/301140/morocco-gives-financial-aid-to-over-5-million-covid-19-impacted-families/
Police in Morocco’s Dakhla Arrest 2 Suspects for Human Trafficking,Safaa Kasraoui,"Apr 30, 2020",Police also apprehended 20 sub-Saharan candidates for irregular migration during the operation.,https://www.moroccoworldnews.com/wp-content/uploads/2020/04/Police-in-Morocco’s-Dakhla-Arrest-2-Suspects-for-Human-Trafficking-681x372.jpg,https://www.moroccoworldnews.com/2020/04/301135/police-in-moroccos-dakhla-arrest-2-suspects-for-human-trafficking/
Barcelone FC in Talks with Schalke 04 Over Amine Harit,Taha Mebtoul,"Apr 30, 2020",Harit won the Bundesliga award for best player in September 2019.,https://www.moroccoworldnews.com/wp-content/uploads/2020/04/Amine-Harit-681x363.jpg,https://www.moroccoworldnews.com/2020/04/301134/barcelone-fc-in-talks-with-schalke-04-over-amine-harit/
"Morocco’s Producer, Consumer Price Indices Slightly Increase in March",Yahia Hatim,"Apr 30, 2020",The indices measure the average changes in prices of Moroccan products before and after distribution to markets.,https://www.moroccoworldnews.com/wp-content/uploads/2020/04/Morocco’s-Producer-Consumer-Price-Indices-Slightly-Increase-in-March-681x455.jpg,https://www.moroccoworldnews.com/2020/04/301129/moroccos-producer-consumer-price-indices-slightly-increase-in-march/
Saudi Ramadan TV Series Cozying up to Israel Stir Backlash,Safaa Kasraoui,"Apr 30, 2020",Palestinian activists consider the series a “blow” to people who support the Palestinian cause and the legitimate right of Palestinians.,https://www.moroccoworldnews.com/wp-content/uploads/2020/04/Saudi-Ramadan-TV-Series-Urging-Normalization-with-Israel-Stirs-Backlash.png,https://www.moroccoworldnews.com/2020/04/301118/saudi-ramadan-tv-series-urging-normalization-with-israel-stirs-backlash/
"Morocco Reports 38 New COVID-19 Cases, 41 Recoveries",Safaa Kasraoui,"Apr 30, 2020","The  country is close to reaching 1,000 recoveries.",https://www.moroccoworldnews.com/wp-content/uploads/2020/04/Morocco-Reports-38-New-COVID-19-Cases-41-Recoveries-681x410.jpg,https://www.moroccoworldnews.com/2020/04/301107/morocco-reports-38-new-covid-19-cases-41-recoveries/
EU Convinced of Morocco’s Crucial Role in African COVID-19 Response,Safaa Kasraoui,"Apr 29, 2020","The EU spokesperson said the King’s Africa initiative is in line with the country’s return to its family, the African Union.",https://www.moroccoworldnews.com/wp-content/uploads/2020/04/EU-Convinced-of-Morocco’s-Crucial-Role-in-African-COVID-19-Response-681x383.jpg,https://www.moroccoworldnews.com/2020/04/301101/eu-convinced-of-moroccos-crucial-role-in-african-covid-19-response/
Trump Praises Health System as US COVID-19 Cases Surpass 1 Million,Nejra Kravic,"Apr 29, 2020","US President Trump defended the rising number of Americans infected with COVID-19, arguing that the nation has done more tests than any other country. ",https://www.moroccoworldnews.com/wp-content/uploads/2020/04/Trump-Praises-Health-System-as-US-COVID-19-Cases-Surpass-1-Million--681x453.jpg,https://www.moroccoworldnews.com/2020/04/301096/trump-praises-health-system-as-us-covid-19-cases-surpass-1-million/
"Morocco, Partners Launch Platform to Assist Africa’s COVID-19 Response",Harrison Daley,"Apr 29, 2020","An e-learning platform, called the African E-Learning and Knowledge Sharing Platform, is helping doctors in several African countries to share knowledge and information on COVID-19.",https://www.moroccoworldnews.com/wp-content/uploads/2020/04/ISDBG-Covid19-E_Platform-681x511.jpg,https://www.moroccoworldnews.com/2020/04/301092/morocco-partners-launch-platform-to-assist-africas-covid-19-response/
ILO: Pandemic Threatens Livelihoods of Nearly Half of Global Workforce,Kristen Gianaris,"Apr 29, 2020",The organization describes the current economic downfall as “the worst global crisis since the Second World War.” ,https://www.moroccoworldnews.com/wp-content/uploads/2020/04/Pandemic-Threatens-Livelihoods-of-Nearly-Half-of-Global-Workforce-681x452.jpg,https://www.moroccoworldnews.com/2020/04/301080/ilo-pandemic-threatens-livelihoods-of-nearly-half-of-global-workforce/
Inside the ‘Americans Stuck in Morocco’ WhatsApp Group,Kristen Gianaris,"Apr 29, 2020","Moroccan men are infiltrating the group to connect with women, Americans try fasting for the first time, and a fundraiser circulates to support refugees in Morocco.",https://www.moroccoworldnews.com/wp-content/uploads/2020/04/Inside-the-‘Americans-Stuck-in-Morocco’-WhatsApp-Group-681x454.jpg,https://www.moroccoworldnews.com/2020/04/301077/inside-the-americans-stuck-in-morocco-whatsapp-group/
Remote Learning: Teacher Saves Moroccan Mother from Domestic Violence,Taha Mebtoul,"Apr 29, 2020","Rabat - During a remote class on Monday, a teacher saved a 40-year-old Moroccan-born mother from domestic violence in Milan after hearing her son's cry for help.",https://www.moroccoworldnews.com/wp-content/uploads/2020/04/Domestic-violence-681x383.jpg,https://www.moroccoworldnews.com/2020/04/301076/remote-learning-teacher-saves-moroccan-mother-from-domestic-violence/
World Athletics Creates COVID-19 Fund at Request of Moroccan Athlete,Hamza Guessous,"Apr 29, 2020","The athletics governing body created a $500,000 fund to assist athletes after a proposal from former Moroccan runner Hicham El Gerrouj.",https://www.moroccoworldnews.com/wp-content/uploads/2020/04/World-Athletics-Creates-COVID-19-Fund-at-Request-of-Moroccan-Athlete-681x336.jpg,https://www.moroccoworldnews.com/2020/04/301064/world-athletics-creates-covid-19-fund-at-request-of-moroccan-athlete/
Postponed Tokyo Olympics to Cost IOC Hundreds of Millions of Dollars,Yahia Hatim,"Apr 29, 2020",The IOC took a historic decision to postpone the 2020 Tokyo Olympics by one year due to the COVID-19 pandemic.,https://www.moroccoworldnews.com/wp-content/uploads/2020/04/Postponed-Tokyo-Olympics-to-Cost-IOC-Hundreds-of-Millions-of-Dollars-681x385.jpg,https://www.moroccoworldnews.com/2020/04/301051/postponed-tokyo-olympics-to-cost-ioc-hundreds-of-millions-of-dollars/
Video: Two Moroccans Scale Building to Rescue Italian Woman From Fall,Taha Mebtoul,"Apr 29, 2020",A local Imam stressed that the act was an example of sacrifice and spirituality that should “be enhanced” during Ramadan.,https://www.moroccoworldnews.com/wp-content/uploads/2020/04/Two-Moroccans-rescue-an-Italian-woman-681x338.jpg,https://www.moroccoworldnews.com/2020/04/301047/video-two-moroccans-scale-building-to-rescue-italian-woman-from-fall/
Domestic Violence Hotline Receives 240 Calls During Morocco’s Lockdown,Safaa Kasraoui,"Apr 29, 2020",Several NGOs have been raising awareness to condemn the increase of domestic violence during lockdown.,https://www.moroccoworldnews.com/wp-content/uploads/2020/04/Domestic-Violence-Hotline-Receives-240-Calls-During-Morocco’s-Lockdown-681x454.jpg,https://www.moroccoworldnews.com/2020/04/301045/domestic-violence-hotline-receives-240-calls-during-moroccos-lockdown/
"Morocco Records 150 New COVID-19 Recoveries in 24 Hours, Total 928",Yahia Hatim,"Apr 29, 2020","Recoveries are rapidly increasing in Morocco, comprising approximately 84.7% of the country's closed COVID-19 cases.",https://www.moroccoworldnews.com/wp-content/uploads/2020/04/2-1-1-681x410.jpg,https://www.moroccoworldnews.com/2020/04/301032/morocco-records-150-new-covid-19-recoveries-in-24-hours-total-928/
Morocco Temporarily Allows Entry of Cars Registered Abroad After Lockdown,Safaa Kasraoui,"Apr 29, 2020",The measure seeks to alleviate pressure on MREs and tourists after two months of international travel suspension and closed borders.,https://www.moroccoworldnews.com/wp-content/uploads/2020/04/Morocco-Temporarily-Allows-Entry-of-Cars-Registered-Abroad-After-Lockdown.jpg,https://www.moroccoworldnews.com/2020/04/301036/morocco-temporarily-allows-entry-of-cars-registered-abroad-after-lockdown/
"Morocco Moves to Revive Basketball Leagues, Reform National Team",Morocco World News,"Apr 29, 2020","Morocco’s national basketball team is moving towards a new vision favoring the integration of young people and a new culture based on discipline, rigor, and respect.",https://www.moroccoworldnews.com/wp-content/uploads/2020/04/basketball-108622_1280-681x452.jpg,https://www.moroccoworldnews.com/2020/04/301024/morocco-moves-to-revive-basketball-leagues-reform-national-team/
COVID-19: Morocco’s CNSS Launches Portal to Receive April Requests for Stipends,Safaa Kasraoui,"Apr 29, 2020",The operation is part of Morocco’s solidarity campaign to assist people whose payments have been suspended due to the COVID-19 crisis.,https://www.moroccoworldnews.com/wp-content/uploads/2020/04/COVID-19-Morocco’s-CNSS-Launches-Portal-to-Receive-April-Requests-for-Stipends-681x341.jpg,https://www.moroccoworldnews.com/2020/04/301021/covid-19-moroccos-cnss-launches-portal-to-receive-april-requests-for-stipends/
Morocco Uses Drones Near Rabat to Ensure Compliance with Lockdown,Morgan Hekking,"Apr 29, 2020",The drones use visual and thermal cameras to detect unauthorized gatherings.,https://www.moroccoworldnews.com/wp-content/uploads/2020/04/drone-1080844_1280-681x469.jpg,https://www.moroccoworldnews.com/2020/04/301020/morocco-launches-drones-near-rabat-to-ensure-compliance-with-lockdown/
"Greece to Impose Social Distancing, Welcome Tourists in Summer 2020",Nejra Kravic,"Apr 29, 2020",The European nation known for its beaches and sunny weather plans to let tourists back into the country this summer.,https://www.moroccoworldnews.com/wp-content/uploads/2020/04/Greece-to-Impose-Social-Distancing-Welcome-Tourists-in-Summer-2020-681x424.jpg,https://www.moroccoworldnews.com/2020/04/301010/greece-to-impose-social-distancing-welcome-tourists-in-summer-2020/
Morocco Says Lockdown Measures Respect Human Rights,Madeleine Handaji,"Apr 29, 2020",The UN Commission for Human Rights warned that the COVID-19 lockdown could be exploited.,https://www.moroccoworldnews.com/wp-content/uploads/2020/04/Morocco-Lockdown-Measures-Respect-Human-Rights.jpg,https://www.moroccoworldnews.com/2020/04/300995/morocco-clarifies-lockdown-measures-respect-human-rights/
Paris Peace Forum 2020 to Tackle COVID-19 Resilience,Kristen Gianaris,"Apr 29, 2020",Candidates from Morocco showcased projects in both 2018 and 2019.,https://www.moroccoworldnews.com/wp-content/uploads/2020/04/Paris-Peace-Forum.jpg,https://www.moroccoworldnews.com/2020/04/301006/paris-peace-forum-2020-to-tackle-covid-19-resilience/
‘Unimaginable Opportunities’ Await Moroccan Economy After COVID-19,Yahia Hatim,"Apr 29, 2020","According to economists’ forecasts, global superpowers will direct production units to countries that offer good quality labor for relatively low prices, such as Morocco.",https://www.moroccoworldnews.com/wp-content/uploads/2020/04/‘Unimaginable-Opportunities’-Await-Moroccan-Economy-After-COVID-19-681x358.jpeg,https://www.moroccoworldnews.com/2020/04/301007/unimaginable-opportunities-await-moroccan-economy-after-covid-19/
"Morocco’s State of Emergency Violation Arrests Surpass 81,000",Taha Mebtoul,"Apr 29, 2020",The latest statistics represent the highest number of arrests in 24 hours since the state of emergency began on March 20.,https://www.moroccoworldnews.com/wp-content/uploads/2020/04/DGSN-arrests-during-the-state-of-emergency-681x556.jpg,https://www.moroccoworldnews.com/2020/04/301002/moroccos-state-of-emergency-violation-arrests-surpass-81000/
Opposition Slams Government Coalition Over Morocco’s Social Network Bill,Safaa Kasraoui,"Apr 29, 2020","The leader of PPS argued that the timing of the rift is concerning, suggesting that individuals from the Moroccan  government coalition leaked articles from the bill to “settle accounts.”",https://www.moroccoworldnews.com/wp-content/uploads/2020/04/Opposition-Slams-Government-Coalition-Over-Morocco’s-Social-Network-Bill.jpeg,https://www.moroccoworldnews.com/2020/04/300993/opposition-slams-government-coalition-over-moroccos-social-network-bill/
Morocco’s Head of Government Confirms Stability of Moroccan Markets,Yahia Hatim,"Apr 29, 2020",Moroccan markets have witnessed an increased demand for both essential food products and protective medical gear.,https://www.moroccoworldnews.com/wp-content/uploads/2020/04/Morocco’s-Head-of-Government-Confirms-Stability-of-Moroccan-Markets-681x454.jpg,https://www.moroccoworldnews.com/2020/04/300989/moroccos-head-of-government-confirms-stability-of-moroccan-markets/
Woman Launches Fundraiser to Save Life of Moroccan Stuck in South...,Safaa Kasraoui,"Apr 29, 2020","Tarek, who is suffering from stage four of cancer, is hoping to come back to Morocco to be close to his family, his girlfriend said.",https://www.moroccoworldnews.com/wp-content/uploads/2020/04/Woman-Launches-Fundraiser-to-Save-Life-of-Moroccan-Stuck-in-South-Korea-681x324.png,https://www.moroccoworldnews.com/2020/04/300984/woman-launches-fundraiser-to-save-life-of-moroccan-stuck-in-south-korea/
Recent Rains Increase Dam Fill Rates to Reach 49.7%,Kristen Gianaris,"Apr 29, 2020",The recently secured water supply comes in time to provide for the summer months and increased sanitation needs.,https://www.moroccoworldnews.com/wp-content/uploads/2020/04/Recent-Rains-Increase-Dam-Fill-Rates-to-Reach-49.7-681x451.jpg,https://www.moroccoworldnews.com/2020/04/300981/recent-rains-increase-dam-fill-rates-to-reach-49-7/
"Morocco Reports 37 New COVID-19 Cases, 112 Recoveries",Safaa Kasraoui,"Apr 29, 2020","Approximately 27,787 suspected cases tested negative for COVID-19 since the outbreak of the pandemic in Morocco.",https://www.moroccoworldnews.com/wp-content/uploads/2020/04/Morocco-Reports-37-New-COVID-19-Cases-112-Recoveries.jpg,https://www.moroccoworldnews.com/2020/04/300972/morocco-reports-37-new-covid-19-cases-112-recoveries/
US Provides Protective Equipment to Support Morocco’s COVID-19 Response,Kristen Gianaris,"Apr 29, 2020",The US Ambassador to Morocco says the relationship between the two countries is mutually beneficial. ,https://www.moroccoworldnews.com/wp-content/uploads/2020/04/US-Provides-Protective-Equipment-to-Support-Morocco’s-COVID-19-Response-681x369.jpg,https://www.moroccoworldnews.com/2020/04/300965/us-provides-protective-equipment-to-support-moroccos-covid-19-response/
